,pic_id,screen_name,user_id,lang,location,protected,followers_count,friends_count,statuses_count,favourites_count,account_created_at,verified,num.tweets.used.Lexicon.prediction,Lexicon.age.prediction,Lexicon.gender.prediction..index.,lexicon.gender.prediction,human.labeled.age,age
979,2959,TheeHenryAdjah,265163878.0,en,Somewhere in the DMV,0,0.0018815389634505414,0.014436424208772903,0.2110812202093129,0.027816692639057228,0.2974148437213278,0.0,0.6153846153846154,0.32952026133825657,0.3763690348923484,1.0,0.19642857142857142,1.0
980,2960,TheElrodJr_31,1247808972.0,en,"Gaston, SC",0,0.0035189087484380354,0.012719032062290976,0.1501870634378749,0.17352705063829119,0.45006426957926565,0.0,0.6153846153846154,0.1728701317875197,0.2827322486503876,1.0,0.17857142857142858,1.0
981,2965,thehomiemigz,2398689758.0,en,"Santa Paula, CA",0,0.002197522606167426,0.013790788063478946,0.02711073681671229,0.13367910717939838,0.5296405509389236,0.0,0.6153846153846154,0.2025816671296446,0.33212492286831574,1.0,0.10714285714285714,0.0
982,2966,TheJakobRose,4197137134.0,en,"Rochester, NY",0,0.011320011408240608,0.05203827331069302,0.006801915219446844,0.21557871208424498,0.6571985949738571,0.0,0.6153846153846154,0.19998558615990578,0.45036463711743946,1.0,0.10714285714285714,0.0
983,2967,thejaymoe,570365852.0,en,,0,0.0009479509281506545,0.007424815670880518,0.017780180537217763,0.0744174576440156,0.38538850013912523,0.0,0.6153846153846154,0.21548126475263657,0.4767245539201765,1.0,0.125,0.0
984,2969,ThekidnamedNY,1.1e+18,en,"North Gates, NY",0,5.950341323889389e-05,0.0025050682437405577,0.0005987753106416158,0.0012461500522071285,0.9109033988233352,0.0,0.6153846153846154,0.23201099521143595,0.34417205089218894,1.0,0.16071428571428573,1.0
985,2971,thelittlebunn,9.38e+17,en,"Texas, USA",0,0.0004637162548962076,0.006249757886445515,0.011943198192473954,0.038252871392067664,0.8154845309241879,0.0,0.6153846153846154,0.3007380678724269,0.5416162925321051,0.0,0.21428571428571427,1.0
986,2974,TheRealKamerynB,2442770603.0,en,"Florida, USA",0,0.00019287313256744916,0.0058882016450808984,0.0090828614567471,0.02899200889882311,0.5314809813659892,0.0,0.4405594405594406,0.22043374843739633,0.5377150458635049,0.0,0.08928571428571429,0.0
987,2978,thesageRR3,1135871881.0,en,"Elmhurst, Queens",0,0.00062170807625465,0.007024521260798265,0.06431880692942421,0.0739268680445151,0.4426911429632962,0.0,0.6153846153846154,0.2278616536111344,0.3553865985184006,1.0,0.5,1.0
988,2983,thewhovianjedi,76116389.0,en,"Houston, TX",0,0.0013624229789870879,0.021163952842735947,0.06970778472519874,0.06626632456568392,0.18427655088102182,0.0,0.6153846153846154,0.08813213353620242,0.5862871109611363,0.0,0.23214285714285715,1.0
989,2984,theyhatetaylor,2259360677.0,en,w/ my luv,0,0.0007879072649563881,0.006675877742339527,0.016074317062296326,0.008573512359185045,0.5136521862842532,0.0,0.6153846153846154,0.19848741793434363,0.6653787785721964,0.0,0.07142857142857142,0.0
990,2985,theylovejills,415161427.0,en,"Savannah, GA",0,0.0005498936120008125,0.003421871570057978,0.011404731186501278,0.029419635127264712,0.3500220275557192,0.0,0.6083916083916084,0.2758001588820894,0.6948667006328118,0.0,0.16071428571428573,1.0
991,2987,thiccoangelos,1.18e+18,en,_µdesert_µ,0,0.002367825478540812,0.006585488681998373,0.05841720854396368,0.1338601268711927,0.9552181912372,0.0,0.6153846153846154,0.14105294230048815,0.46204225450778835,1.0,0.07142857142857142,0.0
992,2988,thirtywaytrai,3507627195.0,en,,0,0.001077216963807562,0.005035961933292874,0.017381714952797982,0.021974216499551388,0.6412302620160573,0.0,0.6153846153846154,0.23311969623091142,0.3257731216226168,1.0,0.07142857142857142,0.0
993,2989,thom_ahs,1721319098.0,en,"New York, USA",0,0.0008576698873744016,0.005914027090892657,0.06426280636080305,0.44275055486470744,0.4877722574450287,0.0,0.6153846153846154,0.22792261356673088,0.4613802652600895,1.0,0.125,0.0
994,2990,Thomas_Quig,2884874446.0,en,My Own Universe,0,0.00016825103053756205,0.0038350787030461114,0.004596354362982762,0.039795473983010386,0.5811889791744923,0.0,0.6153846153846154,0.2458200655387599,0.3063634578317573,1.0,0.08928571428571429,0.0
995,2991,ThomasDeshon,263405820.0,en,"Portage Lakes, OH",0,0.0015142592748380583,0.009619978564879976,0.04472291564806658,0.031085540986531084,0.29675306664077655,0.0,0.6153846153846154,0.25427086723242887,0.3510611477150526,1.0,0.14285714285714285,0.0
996,2992,thomasewalter,74383911.0,en,"Godfrey, IL",0,0.0013152306167631374,0.03656883126944979,0.08604056595036196,0.0008578759306773284,0.18289962760052,0.0,0.6153846153846154,0.28647673685438013,0.39974609914486814,1.0,0.75,1.0
997,2995,threatofjoy_,2426077136.0,en,south tx,0,0.0010505430199418508,0.0049713983187634776,0.05987753106416158,0.269850514463211,0.5327390304161578,0.0,0.6153846153846154,0.1843459133749342,0.47178429556237,1.0,0.125,0.0
